Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
swisschard,Swiss Chard (Beta vulgaris subsp. cicla 'Ruby Red'),https://garden.org/plants/view/148041/Swiss-Chard-Beta-vulgaris-subsp-cicla-Ruby-Red/,Suitable in 3 gallon or larger,,,Unusual foliage color,Biennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Vegetable, Salad greens, Cooked greens, Suitable as Annual",,,,,,,,,,,,"Sow in situ, Start indoors, Can handle transplanting",,
swisschard,Swiss Chard (Beta vulgaris subsp. cicla 'Bright Lights'),https://garden.org/plants/view/111552/Swiss-Chard-Beta-vulgaris-subsp-cicla-Bright-Lights/,Suitable in 3 gallon or larger,,,"Good fall color, Unusual foliage color",Biennial,,Herb/Forb,,,,Full Sun to Partial Shade,"Vegetable, Salad greens, Cooked greens, Suitable as Annual",,,,,,,,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,"Needs specific temperature: 65-80F, Days to germinate: 14-21, Depth to plant seed: 1/2 inch, Sow in situ, Start indoors, Can handle transplanting",,
tarragon,French Tarragon (Artemisia dracunculus 'Sativa'),https://garden.org/plants/view/75351/French-Tarragon-Artemisia-dracunculus-Sativa/,,,,Fragrant,Perennial,Tolerates poor soil,"Herb/Forb, Shrub",Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,"Culinary Herb, Will Naturalize",,Yellow,,,,,,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),Division,,,"Under 1"""
tarragon,Tarragons (Artemisia dracunculus),https://garden.org/plants/view/80109/Tarragons-Artemisia-dracunculus/,,,,Fragrant,Perennial,Tolerates poor soil,"Herb/Forb, Shrub",Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,"Culinary Herb, Will Naturalize",,Yellow,,,,,,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),Division,,,"Under 1"""
thyme,Woolly Thyme (Thymus praecox subsp. polytrichus),https://garden.org/plants/view/79245/Woolly-Thyme-Thymus-praecox-subsp-polytrichus/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late spring or early summer, Summer, Late summer or early fall","Showy, Fragrant","Evergreen, Fragrant",Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Squirrels",,,"Full Sun, Full Sun to Partial Shade","Groundcover, Culinary Herb, Will Naturalize","Bees, Butterflies, Other Beneficial Insects",Pink,,12-36 inches,,,,2 to 4 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Cuttings: Stem, Cuttings: Root, Division","Sow in situ, Can handle transplanting, Other info: Good self-seeder",,"Under 1"""
thyme,English Thyme (Thymus vulgaris 'Orange Balsam'),https://garden.org/plants/view/125556/English-Thyme-Thymus-vulgaris-Orange-Balsam/,,,,,,Tolerates poor soil,,,,,,,,,,,,,,,,,,,,
thyme,Elfin Thyme (Thymus serpyllum 'Elfin'),https://garden.org/plants/view/111154/Elfin-Thyme-Thymus-serpyllum-Elfin/,Needs excellent drainage in pots,Summer,Showy,"Evergreen, Other: Turns burgundy color in winter",Perennial,,Herb/Forb,Drought tolerant,,"Xeriscapic, Alpine Gardening",Full Sun to Partial Shade,"Groundcover, Culinary Herb, Will Naturalize, Suitable for miniature gardens",Bees,"Lavender, Mauve",,to 5 feet,,,,to 12 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,,,"Under 1"""
thyme,Thyme (Thymus praecox 'Highland Cream'),https://garden.org/plants/view/229126/Thyme-Thymus-praecox-Highland-Cream/,,,,,,,,Drought tolerant,,,,,,,,,,,,,,,,,,
thyme,Lemon Thyme (Thymus x citriodorus),https://garden.org/plants/view/79236/Lemon-Thyme-Thymus-x-citriodorus/,"Suitable in 1 gallon, Needs excellent drainage in pots","Late spring or early summer, Summer",Inconspicuous,Semi-evergreen,Perennial,Tolerates poor soil,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Culinary Herb, Medicinal Herb",,,,,,,,,,,,,,"Under 1"""
thyme,Caraway Thyme (Thymus herba-barona),https://garden.org/plants/view/79240/Caraway-Thyme-Thymus-herba-barona/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs repotting every 2 to 3 years",,,"Evergreen, Fragrant",,,Herb/Forb,Drought tolerant,,"Beach Front, Houseplant","Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade","Erosion control, Groundcover, Culinary Herb, Suitable for miniature gardens",,,,,,,,,,,,,,
thyme,Thyme (Thymus praecox),https://garden.org/plants/view/79243/Thyme-Thymus-praecox/,,,,,,,,Drought tolerant,,,,,,,,,,,,,,,,,,
thyme,Wild Thyme (Thymus serpyllum 'Pink Chintz'),https://garden.org/plants/view/79247/Wild-Thyme-Thymus-serpyllum-Pink-Chintz/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late spring or early summer, Summer",Showy,"Unusual foliage color, Evergreen, Fragrant, Other: Blue-gray",Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Tolerates foot traffic, Humidity tolerant","Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,"Full Sun, Full Sun to Partial Shade",Groundcover,"Bees, Butterflies",Pink,,18 to 24 inches,,,,1 to 2 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,"Under 1"""
thyme,Thyme (Thymus serpyllum 'Roseum'),https://garden.org/plants/view/810744/Thyme-Thymus-serpyllum-Roseum/,,,,,,,,,,,,,,,,,,,,,,,,,,
tickseeds,Tickseed (Coreopsis UpTick™ Yellow & Red),https://garden.org/plants/view/764051/Tickseed-Coreopsis-UpTick-Yellow-Red/,,,,,,,,,,,,,,,,,,,,,,,,,,
tickseeds,Coreopsis Li'l Bang™ Darling Clementine,https://garden.org/plants/view/781660/Coreopsis-Lil-Bang-Darling-Clementine/,,"Late spring or early summer, Summer, Late summer or early fall",Showy,Other: Threadleaf,Perennial,,Herb/Forb,"Deer Resistant, Drought tolerant",,,Full Sun,,"Bees, Butterflies",Orange,,12 inches,,,,8-10 inches,,Zone 4b -31.7 °C (-25 °F) to -28.9 °C (-20 °F),,Other info: Flowers are sterile,,"2""-3"""
tickseeds,Plains Coreopsis (Coreopsis tinctoria),https://garden.org/plants/view/76013/Plains-Coreopsis-Coreopsis-tinctoria/,Suitable in 1 gallon,Late spring or early summer,Showy,,Perennial,Tolerates poor soil,Herb/Forb,Drought tolerant,,Xeriscapic,Full Sun to Partial Shade,"Dye production, Will Naturalize","Bees, Birds, Butterflies",Bi-Color: Yellow and maroon.,,10 to 12 inches,,,,1 to 2 feet,Edible to birds,Zone 6a -23.3 °C (-10 °F) to -20.6 °C (-5 °F),,Suitable for wintersowing,,
tickseeds,Tickseed (Coreopsis Satin & Lace™ Red Chiffon),https://garden.org/plants/view/695567/Tickseed-Coreopsis-Satin-Lace-Red-Chiffon/,,,,,Perennial,"Patent/Plant Breeders' Rights: PP27,528",Herb/Forb,Deer Resistant,,,Full Sun,,Butterflies,"Red, Yellow",,18 to 24 inches (45-60 cm),,,,15 to 18 inches (38-45 cm),,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,
tickseeds,Hybrid Tickseed (Coreopsis 'Cherry Lemonade'),https://garden.org/plants/view/229087/Hybrid-Tickseed-Coreopsis-Cherry-Lemonade/,,"Late spring or early summer, Summer, Late summer or early fall",Showy,"Unusual foliage color, Other: Bright, feathery golden foliage",Annual,,Herb/Forb,,,,Full Sun,,"Bees, Butterflies",Red,,14 inches,,,,8-9 inches,,Zone 9a -6.7 °C (20 °F) to -3.9 °C (25 °F),Other: Patented; PP18334,,,
tickseeds,Tickseed (Coreopsis Cruizin'™ Main Street),https://garden.org/plants/view/657041/Tickseed-Coreopsis-Cruizin-Main-Street/,,,,,,,,,,,,,,,,,,,,,,,,,,
tickseeds,Dwarf Mouse-ear Tickseed (Coreopsis auriculata 'Nana'),https://garden.org/plants/view/75980/Dwarf-Mouse-ear-Tickseed-Coreopsis-auriculata-Nana/,"Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,"Unusual foliage color, Evergreen, Semi-evergreen, Deciduous, Other: evergreen or deciduous depending on growing zone",Perennial,,Herb/Forb,"Deer Resistant, Humidity tolerant, Drought tolerant",,,"Full Sun, Full Sun to Partial Shade","Cut Flower, Will Naturalize","Bees, Birds, Butterflies",Yellow,,8-12 inches,,,,8-12 inches,Edible to birds,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Division, Stolons and runners","Sow in situ, Can handle transplanting, Other info: Germinates w/o pre-treatment. Viability 3 yrs. stored in fridge. Sow outside in late fall or in spring.",,"1""-2"""
tickseeds,Tickseed (Coreopsis grandiflora 'Sunkiss'),https://garden.org/plants/view/733570/Tickseed-Coreopsis-grandiflora-Sunkiss/,Needs excellent drainage in pots,"Late spring or early summer, Summer, Late summer or early fall",Showy,,Perennial,Tolerates poor soil,Herb/Forb,"Deer Resistant, Rabbit Resistant, Drought tolerant","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,Full Sun,Cut Flower,"Bees, Butterflies","Yellow, Other: Bright yellow with large burgundy central blotch.",,12 - 18 inches,,,,12 - 14 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,,,"2""-3"""
tomatoes,Tomatoes (Solanum lycopersicum),https://garden.org/plants/view/77653/Tomatoes-Solanum-lycopersicum/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Pink Delicious'),https://garden.org/plants/view/809778/Tomato-Solanum-lycopersicum-Pink-Delicious/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.","Late spring or early summer, Summer, Other: Varies greatly by species and cultivated variety.",,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,"Moderately acid (5.6 – 6.0), Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,AAS (All-America Selection®),,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Buffalo Steak'),https://garden.org/plants/view/770353/Tomato-Solanum-lycopersicum-Buffalo-Steak/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Goldman's Italian-American'),https://garden.org/plants/view/537418/Tomato-Solanum-lycopersicum-Goldmans-Italian-American/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Sungold'),https://garden.org/plants/view/111244/Tomato-Solanum-lycopersicum-Sungold/,"Suitable in 3 gallon or larger, Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,Suitable for patio,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Dark Galaxy'),https://garden.org/plants/view/660894/Tomato-Solanum-lycopersicum-Dark-Galaxy/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Park's Whopper'),https://garden.org/plants/view/91731/Tomato-Solanum-lycopersicum-Parks-Whopper/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Helsing Junction Blues'),https://garden.org/plants/view/591496/Tomato-Solanum-lycopersicum-Helsing-Junction-Blues/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tomatoes,Tomato (Solanum lycopersicum 'Yellow Mortgage Lifter'),https://garden.org/plants/view/151887/Tomato-Solanum-lycopersicum-Yellow-Mortgage-Lifter/,"Preferred depth: Some tomato varieties, primarily dwarf and determinate varieties, are suitable for container gardening. Large, vining, indeterminate types can be grown in 5 gallon or larger containers but may require extra attention.",Other: Varies greatly by species and cultivated variety.,,Other: Varies greatly by species and cultivated variety.,Perennial,,Vine,Rabbit Resistant,,,Full Sun,"Vegetable, Suitable as Annual",,Yellow,,Varies greatly by species and cultivated variety.,,,,Varies greatly by species and cultivated variety.,"Showy, Edible to birds",Zone 11 +4.4 °C (40 °F) to +7.2 °C (50 °F),Cuttings: Stem,"Self fertile, Other info: Direct sowing into the garden not recommended. Sow seeds into sterile seed starting mix, 1/8""-1/4"" deep, indoors, 6-8 weeks prior to last expected frost date. Optimal germination occurs in 7-14 days with constant moisture and soil temperatures of 75-90F.","Leaves are poisonous, Roots are poisonous","Under 1"""
tulips,Greigii Tulip (Tulipa 'Fire of Love'),https://garden.org/plants/view/233463/Greigii-Tulip-Tulipa-Fire-of-Love/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Late spring or early summer","Showy, Fragrant","Variegated, Spring ephemeral",Perennial,,Herb/Forb,,,,Full Sun,Cut Flower,,Red,,,Other: 2007 Mailorder Gardening Association's Green Thumb Award Winner,,,8 - 12 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Bulbs,Other info: Takes about 6 years from seed to flower.,,
